id,order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevelHabitat,traitAssignmentLevelAdultDiet,traitAssignmentLevelLarvalDiet,notes,basisOfRecord,referenceNumber,references
940,Diptera,Syrphidae,Syrphinae,Sphaerophoria,scripta,Sphaerophoria scripta,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Species,Species,Found in grasslands. Feeds on aphids. Adults are pollinators.,MaterialCitation,3,"Britain's Hoverflies: A Field Guide - Revised and Updated Second Edition | DNA barcode assessment and population structure of aphidophagous hoverfly Sphaerophoria scripta: Implications for conservation biological control (https://doi.org/10.1002/ece3.6631) | Hoverflies (Diptera, Syrphidae) in Agrolandscapes of St. Petersburg and Leningrad Province (https://doi.org/10.1134/S0013873818060064)"
941,Diptera,Syrphidae,Syrphinae,Syrphus,attenuatus,Syrphus attenuatus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Genus,Genus,Found in woodlands. Feeds on aphids. Adults are pollinators and visit various garden flowers.,MaterialCitation,7,"Syrphidae: A Guide to Natural History and Identification of Common Genera in Santa Cruz County | The Diptera families of British Columbia | Updating the knowledge of the flower flies (Diptera: Syrphidae) from Chile: Illustrated catalog, extinction risk and biological notes (https://doi.org/10.11646/zootaxa.4959.1.1) | Britain's Hoverflies: A Field Guide - Revised and Updated Second Edition | Seasonal natural history of aphidophagous Syrphidae (Diptera) attacking the balsam twig aphid in balsam fir (Pinaceae) Christmas tree plantations (https://doi.org/10.4039/tce.2015.84) | Purification and characterization of glutathione S-transferases from two syrphid flies (Syrphus ribesii and Myathropa florea) (https://doi.org/10.1016/j.cbpc.2003.10.006) | Flower constancy in the hoverflies Episyrphus balteatus (Degeer) and Syrphus ribesii (L.) (Syrphidae) (https://doi.org/10.1093/beheco/9.3.213)"
942,Diptera,Syrphidae,Syrphinae,Syrphus,ribesii,Syrphus ribesii,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Species,Species,Found in woodlands. Feeds on aphids. Adults are pollinators.,MaterialCitation,3,Britain's Hoverflies: A Field Guide - Revised and Updated Second Edition | Purification and characterization of glutathione S-transferases from two syrphid flies (Syrphus ribesii and Myathropa florea) (https://doi.org/10.1016/j.cbpc.2003.10.006) | Flower constancy in the hoverflies Episyrphus balteatus (Degeer) and Syrphus ribesii (L.) (Syrphidae) (https://doi.org/10.1093/beheco/9.3.213)
943,Diptera,Syrphidae,Syrphinae,Syrphus,torvus,Syrphus torvus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Genus,Species,Found in trees. Feeds on aphids.,MaterialCitation,7,"Syrphidae: A Guide to Natural History and Identification of Common Genera in Santa Cruz County | The Diptera families of British Columbia | Updating the knowledge of the flower flies (Diptera: Syrphidae) from Chile: Illustrated catalog, extinction risk and biological notes (https://doi.org/10.11646/zootaxa.4959.1.1) | Britain's Hoverflies: A Field Guide - Revised and Updated Second Edition | Seasonal natural history of aphidophagous Syrphidae (Diptera) attacking the balsam twig aphid in balsam fir (Pinaceae) Christmas tree plantations (https://doi.org/10.4039/tce.2015.84) | Purification and characterization of glutathione S-transferases from two syrphid flies (Syrphus ribesii and Myathropa florea) (https://doi.org/10.1016/j.cbpc.2003.10.006) | Flower constancy in the hoverflies Episyrphus balteatus (Degeer) and Syrphus ribesii (L.) (Syrphidae) (https://doi.org/10.1093/beheco/9.3.213)"
944,Diptera,Syrphidae,Syrphinae,Syrphus,vitripennis,Syrphus vitripennis,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Species,Genus,Visits garden flowers.,MaterialCitation,7,"Syrphidae: A Guide to Natural History and Identification of Common Genera in Santa Cruz County | The Diptera families of British Columbia | Updating the knowledge of the flower flies (Diptera: Syrphidae) from Chile: Illustrated catalog, extinction risk and biological notes (https://doi.org/10.11646/zootaxa.4959.1.1) | Britain's Hoverflies: A Field Guide - Revised and Updated Second Edition | Seasonal natural history of aphidophagous Syrphidae (Diptera) attacking the balsam twig aphid in balsam fir (Pinaceae) Christmas tree plantations (https://doi.org/10.4039/tce.2015.84) | Purification and characterization of glutathione S-transferases from two syrphid flies (Syrphus ribesii and Myathropa florea) (https://doi.org/10.1016/j.cbpc.2003.10.006) | Flower constancy in the hoverflies Episyrphus balteatus (Degeer) and Syrphus ribesii (L.) (Syrphidae) (https://doi.org/10.1093/beheco/9.3.213)"
945,Diptera,Syrphidae,Syrphinae,Toxomerus,geminatus,Toxomerus geminatus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Subfamily,Genus,Genus,Visits flowers.,MaterialCitation,11,"Manual of Nearctic Diptera | Syrphidae: A Guide to Natural History and Identification of Common Genera in Santa Cruz County | The Diptera families of British Columbia | Phylogenetic relationships and taxonomic ranking of pipizine flower flies (Diptera: Syrphidae) with implications for the evolution of aphidophagy (https://doi.org/10.1111/cla.12105) | Catalogue of the Syrphidae of Egypt (Diptera) (https://doi.org/10.11646/zootaxa.4577.2.1) | Updating the knowledge of the flower flies (Diptera: Syrphidae) from Chile: Illustrated catalog, extinction risk and biological notes (https://doi.org/10.11646/zootaxa.4959.1.1) | New Syrphidae (Diptera) of North-eastern North America (https://doi.org/10.3897/BDJ.7.e36673) | Population Fitness of Eupeodes corollae Fabricius (Diptera: Syrphidae) Feeding on Different Species of Aphids (https://doi.org/10.3390/insects13060494) | First phylogeny of predatory flower flies (Diptera, Syrphidae, Syrphinae) using mitochondrial COI and nuclear 28S rRNA genes: conflict and congruence with the current tribal classification (https://doi.org/10.1111/j.1096-0031.2008.00200.x) | Selectivity in the exploitation of floral resources by hoverflies (Diptera: Syrphinae) (https://doi.org/10.1034/j.1600-0587.2000.230610.x) | Toxomerus duplicatus Wiedemann, 1830 (Diptera: Syrphidae) preying on Microtheca spp. (Coleoptera: Chrysomelidae) larvae (https://doi.org/10.1590/bjb.2014.0071)"
946,Diptera,Syrphidae,Syrphinae,Toxomerus,marginatus,Toxomerus marginatus,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Subfamily,Genus,Genus,Visits flowers.,MaterialCitation,11,"Manual of Nearctic Diptera | Syrphidae: A Guide to Natural History and Identification of Common Genera in Santa Cruz County | The Diptera families of British Columbia | Phylogenetic relationships and taxonomic ranking of pipizine flower flies (Diptera: Syrphidae) with implications for the evolution of aphidophagy (https://doi.org/10.1111/cla.12105) | Catalogue of the Syrphidae of Egypt (Diptera) (https://doi.org/10.11646/zootaxa.4577.2.1) | Updating the knowledge of the flower flies (Diptera: Syrphidae) from Chile: Illustrated catalog, extinction risk and biological notes (https://doi.org/10.11646/zootaxa.4959.1.1) | New Syrphidae (Diptera) of North-eastern North America (https://doi.org/10.3897/BDJ.7.e36673) | Population Fitness of Eupeodes corollae Fabricius (Diptera: Syrphidae) Feeding on Different Species of Aphids (https://doi.org/10.3390/insects13060494) | First phylogeny of predatory flower flies (Diptera, Syrphidae, Syrphinae) using mitochondrial COI and nuclear 28S rRNA genes: conflict and congruence with the current tribal classification (https://doi.org/10.1111/j.1096-0031.2008.00200.x) | Selectivity in the exploitation of floral resources by hoverflies (Diptera: Syrphinae) (https://doi.org/10.1034/j.1600-0587.2000.230610.x) | Toxomerus duplicatus Wiedemann, 1830 (Diptera: Syrphidae) preying on Microtheca spp. (Coleoptera: Chrysomelidae) larvae (https://doi.org/10.1590/bjb.2014.0071)"
947,Diptera,Tabanidae,,Chrysops,calvus,Chrysops calvus,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Genus,"Found in mud of freshwater ponds, streams and swamps. Feed on blood of humans, livestock and other mammals, as well as nectar and honeydew. Some larvae have fed on bloodworms in a lab setting. Larvae may also feed on plant matter in the mud.",MaterialCitation,7,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Aspects of the biology of female Chrysops univittatus (Diptera: Tabanidae) in southwestern Quebec (https://doi.org/10.4039/Ent115421-4) | On the Biology of Chrysops flavida in the Yazoo- Mississippi Delta (https://doi.org/10.1093/jee/52.5.884) | Distribution patterns, body size, and sugar-feeding habits of two species of Chrysops (Diptera: Tabanidae) (https://doi.org/10.4039/Ent132213-2) | Loa loa vectors Chrysops spp.: perspectives on research, distribution, bionomics, and implications for elimination of lymphatic filariasis and onchocerciasis (https://doi.org/10.1186/s13071-017-2103-y)"
948,Diptera,Tabanidae,,Chrysops,carbonarius,Chrysops carbonarius,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Genus,"Found in mud of freshwater ponds, streams and swamps. Feed on blood of humans, livestock and other mammals, as well as nectar and honeydew. Some larvae have fed on bloodworms in a lab setting. Larvae may also feed on plant matter in the mud.",MaterialCitation,7,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Aspects of the biology of female Chrysops univittatus (Diptera: Tabanidae) in southwestern Quebec (https://doi.org/10.4039/Ent115421-4) | On the Biology of Chrysops flavida in the Yazoo- Mississippi Delta (https://doi.org/10.1093/jee/52.5.884) | Distribution patterns, body size, and sugar-feeding habits of two species of Chrysops (Diptera: Tabanidae) (https://doi.org/10.4039/Ent132213-2) | Loa loa vectors Chrysops spp.: perspectives on research, distribution, bionomics, and implications for elimination of lymphatic filariasis and onchocerciasis (https://doi.org/10.1186/s13071-017-2103-y)"
949,Diptera,Tabanidae,,Chrysops,cuclux,Chrysops cuclux,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Genus,"Found in mud of freshwater ponds, streams and swamps. Feed on blood of humans, livestock and other mammals, as well as nectar and honeydew. Some larvae have fed on bloodworms in a lab setting. Larvae may also feed on plant matter in the mud.",MaterialCitation,7,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Aspects of the biology of female Chrysops univittatus (Diptera: Tabanidae) in southwestern Quebec (https://doi.org/10.4039/Ent115421-4) | On the Biology of Chrysops flavida in the Yazoo- Mississippi Delta (https://doi.org/10.1093/jee/52.5.884) | Distribution patterns, body size, and sugar-feeding habits of two species of Chrysops (Diptera: Tabanidae) (https://doi.org/10.4039/Ent132213-2) | Loa loa vectors Chrysops spp.: perspectives on research, distribution, bionomics, and implications for elimination of lymphatic filariasis and onchocerciasis (https://doi.org/10.1186/s13071-017-2103-y)"
950,Diptera,Tabanidae,,Chrysops,furcatus,Chrysops furcatus,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Genus,"Found in mud of freshwater ponds, streams and swamps. Feed on blood of humans, livestock and other mammals, as well as nectar and honeydew. Some larvae have fed on bloodworms in a lab setting. Larvae may also feed on plant matter in the mud.",MaterialCitation,7,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Aspects of the biology of female Chrysops univittatus (Diptera: Tabanidae) in southwestern Quebec (https://doi.org/10.4039/Ent115421-4) | On the Biology of Chrysops flavida in the Yazoo- Mississippi Delta (https://doi.org/10.1093/jee/52.5.884) | Distribution patterns, body size, and sugar-feeding habits of two species of Chrysops (Diptera: Tabanidae) (https://doi.org/10.4039/Ent132213-2) | Loa loa vectors Chrysops spp.: perspectives on research, distribution, bionomics, and implications for elimination of lymphatic filariasis and onchocerciasis (https://doi.org/10.1186/s13071-017-2103-y)"
951,Diptera,Tabanidae,,Chrysops,vittatus,Chrysops vittatus,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Genus,"Found in mud of freshwater ponds, streams and swamps. Feed on blood of humans, livestock and other mammals, as well as nectar and honeydew. Some larvae have fed on bloodworms in a lab setting. Larvae may also feed on plant matter in the mud.",MaterialCitation,7,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Aspects of the biology of female Chrysops univittatus (Diptera: Tabanidae) in southwestern Quebec (https://doi.org/10.4039/Ent115421-4) | On the Biology of Chrysops flavida in the Yazoo- Mississippi Delta (https://doi.org/10.1093/jee/52.5.884) | Distribution patterns, body size, and sugar-feeding habits of two species of Chrysops (Diptera: Tabanidae) (https://doi.org/10.4039/Ent132213-2) | Loa loa vectors Chrysops spp.: perspectives on research, distribution, bionomics, and implications for elimination of lymphatic filariasis and onchocerciasis (https://doi.org/10.1186/s13071-017-2103-y)"
952,Diptera,Tabanidae,,Hybomitra,epistates,Hybomitra epistates,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Family,"Some are pests of livestock. Also feed on pollen. Found on beaches, dunes and tidelands.",MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
953,Diptera,Tabanidae,,Hybomitra,frontalis,Hybomitra frontalis,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Family,"Some are pests of livestock. Also feed on pollen. Found on beaches, dunes and tidelands.",MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
954,Diptera,Tabanidae,,Hybomitra,lasiophthalma,Hybomitra lasiophthalma,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Species,Family,Pest of livestock.,MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
955,Diptera,Tabanidae,,Hybomitra,lurida,Hybomitra lurida,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Family,"Some are pests of livestock. Also feed on pollen. Found on beaches, dunes and tidelands.",MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
956,Diptera,Tabanidae,,Hybomitra,illota,Hybomitra illota,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Family,"Some are pests of livestock. Also feed on pollen. Found on beaches, dunes and tidelands.",MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
957,Diptera,Tabanidae,,Hybomitra,pechumani,Hybomitra pechumani,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Family,"Some are pests of livestock. Also feed on pollen. Found on beaches, dunes and tidelands.",MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
958,Diptera,Tabanidae,,Hybomitra,zonalis,Hybomitra zonalis,Aquatic,adultDiet,Nectar/Pollen/Honeydew Feeding and Parasitic,Genus,Genus,Family,"Some are pests of livestock. Also feed on pollen. Found on beaches, dunes and tidelands.",MaterialCitation,9,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tabanidae of Ohio with a catalogue and bibliography of the species from America north of Mexico | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Tabanidae in Florida (https://doi.org/10.1093/jee/46.6.1108) | Notes on Biology Hybomitra daeckei (Hine) (Diptera: Tabanidae) | Hybomitra litoralis sp. nov., a new species of the family Tabanidae (Diptera) from Japan (https://doi.org/10.7601/mez.69.13) | Hybomztra agora, a new species of Tabanidae (Diptera) from western North America (https://doi.org/10.4039/Ent1191117-12) | Gonotrophic Status, Follicular Development, Sperm Presence, and Sugar-Feeding Patterns in a Hybomitra lasiophthalma Population (Diptera: Tabanidae) (https://doi.org/10.1093/jmedent/27.1.31)"
959,Diptera,Tachinidae,Dexiinae,Campylocheta,townsendi,Campylocheta townsendi,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
960,Diptera,Tachinidae,Dexiinae,Dinera,grisescens,Dinera grisescens,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,"Parasitoids of beetles. Found in soil, dung and rotten wood.",MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008) | Taxonomic approach to the tachinid flies Dinera carinifrons (Fallén) (Diptera: Tachinidae) and Dinera fuscata Zhang and Shima using molecular and morphometric data (https://doi.org/10.1673/031.013.13901)"
961,Diptera,Tachinidae,Tachininae,Eutrixa,exilis,Eutrixa exilis,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
962,Diptera,Tachinidae,Dexiinae,Periscepsia,stylata,Periscepsia stylata,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
963,Diptera,Tachinidae,Dexiinae,Ptilodexia,conjuncta,Ptilodexia conjuncta,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
964,Diptera,Tachinidae,Exoristinae,Belida,chaetoneura,Belida chaetoneura,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
965,Diptera,Tachinidae,Exoristinae,Exorista,thula,Exorista thula,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Genus,Species,,MaterialCitation,4,"Host utilization by Exorista thula Wood (sp. nov.) and Chetogena gelida (Coquillett) (Diptera: Tachinidae), parasitoids of arctic Gynaephora species (Lepidoptera: Lymantriidae) (https://doi.org/10.1007/s00300-002-0382-y) | Three new species of Exorista Meigen (Diptera: Tachinidae), with a discussion of the evolutionary pattern of host use in the genus (https://doi.org/10.1080/00222933.2011.552803) | Improvements in the Rearing of the Tachinid Parasitoid Exorista larvarum (Diptera: Tachinidae): Influence of Adult Food on Female Longevity and Reproduction Capacity (https://doi.org/10.1093/jisesa/iey122) | Role of Visual Cues in Host Searching Behaviour of Exorista sorbillans Widemann, a Parasitoid of Muga Silk Worm, Antheraea assama Westwood (https://doi.org/10.1007/s10905-013-9409-1)"
966,Diptera,Tachinidae,Exoristinae,Platymya,confusionis,Platymya confusionis,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
967,Diptera,Tachinidae,Exoristinae,Smidtia,fumiferanae,Smidtia fumiferanae,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Family,Family,Family,Adults feed on honeydew. Some visit flowers and feed on nectar or tree sap.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
968,Diptera,Tachinidae,Exoristinae,Tachinomyia,panaetius,Tachinomyia panaetius,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Genus,Family,Genus,Some are parasitoids of caterpillars.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
969,Diptera,Tachinidae,Exoristinae,Tachinomyia,variata,Tachinomyia variata,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Family,Species,Parasitoids of caterpillars.,MaterialCitation,4,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008)"
970,Diptera,Tachinidae,Tachininae,Actia,diffidens,Actia diffidens,Terrestrial,adultDiet,Nectar/Pollen/Honeydew Feeding,Species,Family,Species,,MaterialCitation,5,"Manual of Nearctic Diptera | The Diptera families of British Columbia | Tachinid (Diptera, Tachinidae) parasitoids of Lobesia botrana (Denis & Schiffermüller, 1775) (Lepidoptera, Tortricidae) and other moths (https://doi.org/10.3897/zookeys.934.50823) | Tachinidae (Diptera) associated with flowering plants: Estimating floral attractiveness (https://doi.org/10.1016/j.biocontrol.2012.02.008) | Actia diffidens curran, a parasite of Peroneavariana (fernald) in Cape Breton, Nova Scotia (https://doi.org/10.1139/cjr35-016)"
