Family ,Subfamily,Genus ,Species,Habitat,Adult_Diet,Larval_Diet ,Assignment_Level,Number_of_References,Reference_title_1,Reference_DOI_1,Reference_title_2,Reference_DOI_2,Reference_title_3,Reference_DOI_3,Reference_title_4,Reference_DOI_4,Reference_title_5,Reference_DOI_5,Reference_title_6,Reference_DOI_6,Reference_title_7,Reference_DOI_7,Reference_title_8,Reference_DOI_8,Reference_title_9,Reference_DOI_9,Reference_title_10,Reference_DOI_10,Reference_title_11,Reference_DOI_11,Reference_title_12,Reference_DOI_12
Muscidae,Coenosiinae,Coenosia,Coenosia tigrina,Terrestrial,Predaceous,Predaceous,Genus,3,"PCR-based detection of prey DNA in the gut contents of the tiger-fly, Coenosia attenuata (Diptera: Muscidae), a biological control agent in Mediterranean greenhouses",10.14411/eje.2021.035,Effect of Prey Species and Prey Densities on the Performance of Adult Coenosia attenuata,10.3390/insects12080669,"Performance of the tiger-fly Coenosia attenuata Stein reared on the alternative prey, Chironomus plumosus (L.) larvae in coir substrate",10.1007/s12600-020-00866-9,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Coenosia,Coenosia transiens,Terrestrial,Predaceous,Predaceous,Genus,3,"PCR-based detection of prey DNA in the gut contents of the tiger-fly, Coenosia attenuata (Diptera: Muscidae), a biological control agent in Mediterranean greenhouses",10.14411/eje.2021.035,Effect of Prey Species and Prey Densities on the Performance of Adult Coenosia attenuata,10.3390/insects12080669,"Performance of the tiger-fly Coenosia attenuata Stein reared on the alternative prey, Chironomus plumosus (L.) larvae in coir substrate",10.1007/s12600-020-00866-9,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Coenosia,Coenosia verralli,Terrestrial,Predaceous,Predaceous,Genus,3,"PCR-based detection of prey DNA in the gut contents of the tiger-fly, Coenosia attenuata (Diptera: Muscidae), a biological control agent in Mediterranean greenhouses",10.14411/eje.2021.035,Effect of Prey Species and Prey Densities on the Performance of Adult Coenosia attenuata,10.3390/insects12080669,"Performance of the tiger-fly Coenosia attenuata Stein reared on the alternative prey, Chironomus plumosus (L.) larvae in coir substrate",10.1007/s12600-020-00866-9,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Limnophora,,Aquatic,Predaceous,Predaceous,Genus,2,"Long-time emergence patterns of Limnophora species (Diptera, Muscidae) in specific karst habitats: tufa barriers. ",10.1016/j.limno.2016.09.003,The Hunter-flies of Croatia (Diptera: Muscidae: genus Limnophora Robineau-Desvoidy). ,10.1080/00222933.2012.750775,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Limnophora,Limnophora groenlandica,Aquatic,Predaceous,Predaceous,Genus,2,"Long-time emergence patterns of Limnophora species (Diptera, Muscidae) in specific karst habitats: tufa barriers. ",10.1016/j.limno.2016.09.003,The Hunter-flies of Croatia (Diptera: Muscidae: genus Limnophora Robineau-Desvoidy). ,10.1080/00222933.2012.750775,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Limnophora,Limnophora rotundata,Aquatic,Predaceous,Predaceous,Genus,2,"Long-time emergence patterns of Limnophora species (Diptera, Muscidae) in specific karst habitats: tufa barriers. ",10.1016/j.limno.2016.09.003,The Hunter-flies of Croatia (Diptera: Muscidae: genus Limnophora Robineau-Desvoidy). ,10.1080/00222933.2012.750775,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Limnophora,Limnophora uniseta,Aquatic,Predaceous,Predaceous,Genus,2,"Long-time emergence patterns of Limnophora species (Diptera, Muscidae) in specific karst habitats: tufa barriers. ",10.1016/j.limno.2016.09.003,The Hunter-flies of Croatia (Diptera: Muscidae: genus Limnophora Robineau-Desvoidy). ,10.1080/00222933.2012.750775,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Limnospila,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Limnospila,Limnospila albifrons,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispe,,Aquatic,Predaceous,Predaceous,Genus,4,Flies getting filthy: The precopulatory mating behaviours of three mud-dwelling species of Australian Lispe (Diptera: Muscidae),10.1111/eth.13236,Antennal and palpal sensilla of three predatory Lispe species (Diptera: Muscidae): an ultrastructural investigation,10.1038/s41598-021-97677-7,"Revision of the Lispe longicollis-group (Diptera,  Muscidae)",10.3897/zookeys.235.3306,"Review of the Palaearctic members of the Lispe tentaculata species-group (Diptera, Muscidae): revised key, synonymy and notes on ecology",10.3897/zookeys.84.819,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispe,Lispe albitarsis,Aquatic,Predaceous,Predaceous,Genus,4,Flies getting filthy: The precopulatory mating behaviours of three mud-dwelling species of Australian Lispe (Diptera: Muscidae),10.1111/eth.13236,Antennal and palpal sensilla of three predatory Lispe species (Diptera: Muscidae): an ultrastructural investigation,10.1038/s41598-021-97677-7,"Revision of the Lispe longicollis-group (Diptera,  Muscidae)",10.3897/zookeys.235.3306,"Review of the Palaearctic members of the Lispe tentaculata species-group (Diptera, Muscidae): revised key, synonymy and notes on ecology",10.3897/zookeys.84.819,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispe,Lispe tentaculata,Aquatic,Predaceous,Predaceous,Species,1,"Review of the Palaearctic members of the Lispe tentaculata species-group (Diptera, Muscidae): revised key, synonymy and notes on ecology",10.3897/zookeys.84.819,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispe,Lispe uliginosa,Aquatic,Predaceous,Predaceous,Genus,4,Flies getting filthy: The precopulatory mating behaviours of three mud-dwelling species of Australian Lispe (Diptera: Muscidae),10.1111/eth.13236,Antennal and palpal sensilla of three predatory Lispe species (Diptera: Muscidae): an ultrastructural investigation,10.1038/s41598-021-97677-7,"Revision of the Lispe longicollis-group (Diptera,  Muscidae)",10.3897/zookeys.235.3306,"Review of the Palaearctic members of the Lispe tentaculata species-group (Diptera, Muscidae): revised key, synonymy and notes on ecology",10.3897/zookeys.84.819,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispocephala,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispocephala,Lispocephala alma,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Lispocephala,Lispocephala erythrocera,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Macrorchis,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Macrorchis,Macrorchis ausoba,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Neodexiopsis,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Neodexiopsis,Neodexiopsis calopyga,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Pentacricia,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Pentacricia,Pentacricia aldrichii,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Pseudocoenosia,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Pseudocoenosia,Pseudocoenosia solitaria,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Schoenomyza,,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Schoenomyza,Schoenomyza dorsalis,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Schoenomyza,Schoenomyza litorella,Terrestrial,Predaceous,Predaceous,Subfamily,1,"First report of ""hunter-fly"" Coenosia attenuata (Diptera: Muscidae) in Mexico",10.1653/024.100.0126,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona aerea,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona almqvistii,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona arctica,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona arcticola,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona baltica,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona contractifrons,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona deflorata,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona denudata,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona dorsata,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona fatima,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona griseola,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona imitatrix,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona malaisei,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona megastoma,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona melanosoma,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona micans,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona monacantha,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona novaesibiriae,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona novemmaculata,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona obscuripennis,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona opaca,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona pacifica,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona puberula,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona sanctipauli,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona sororcula,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona suspecta,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona tendipes,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona tornensis,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona trigonata,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona tundrae,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Coenosiinae,Spilogona,Spilogona zaitzevi,Terrestrial,Predaceous,Predaceous,Genus,1,"A key to the species of Spilogona Schnabl from China, with descriptions of four new species from the Qinghai–Xizang (Tibetan) Plateau (Diptera: Muscidae)",10.1111/j.1479-8298.2007.00257.x,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Dasyphora,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mesembrina,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mesembrina,Mesembrina latreillii,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Morellia,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Morellia,Morellia podagrica,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Musca,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Musca,Musca autumnalis,Terrestrial,Predaceous,Predaceous,Species,4,"Bionomics of the face fly, Musca autumnalis. ",10.1146/annurev.ento.42.1.503,Predator - prey relationship between insect larvae: growth of Sphaeridium larvae (Coleoptera: Hydrophilidae) under time constraints through predation on Musca autumnalis maggots (Diptera: Muscidae),10.1139/z97-841,Efficacy of Broilers as a Method of Face Fly (Musca autumnalis De Geer) Larva Control for Organic Dairy Production,10.3390/ani10122429,Dividing the pie: differential dung pat size utilization by sympatric Haematobia irritans and Musca autumnalis,10.1111/mve.12166,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea affinis,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea detrita,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea furtiva,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea neglecta,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea occidentalis,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea palpalis,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea pseudonubila,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Mydaea,Mydaea winnemana,Terrestrial,Nectivore,Predaceous,Genus,1,"Morpho-ecological characteristic of immature stages of the genus Mydaea (Diptera, Muscidae)",10.1134/S0013873814050042,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Neomyia,Neomyia cornicina,Terrestrial,Saprophagous,Saprophagous,Species,1,Topical treatment of calves with synthetic pyrethroids: effects on the non-target dung fly Neomyia cornicina (Diptera: Muscidae),10.1079/BER200079,,,,,,,,,,,,,,,,,,,,,,
Muscidae,Muscinae,Stomoxys,Stomoxys calcitrans,SemiAquatic,Predaceous,Predaceous,Species,6,Egg-laying decisions based on olfactory cues enhance offspring fitness in Stomoxys calcitrans L. (Diptera: Muscidae),10.1038/s41598-019-40479-9,Shared volatile organic compounds between camel metabolic products elicits strong Stomoxys calcitrans attraction,10.1038/s41598-020-78495-9,"Development of a protocol testing the ability of Stomoxys calcitrans (Linnaeus, 1758) (Diptera: Muscidae) to transmit Besnoitia besnoiti (Henry, 1913) (Apicomplexa: Sarcocystidae)",10.1007/s00436-012-3157-6,"The genome of the stable fly, Stomoxys calcitrans, reveals potential mechanisms underlying reproduction, host interactions, and novel targets for pest control",10.1186/s12915-021-00975-9,Behavioural and electroantennogram responses of the stable fly (Stomoxys calcitrans L.) to plant essential oils and their mixtures with attractants,10.1002/ps.3547,Infection of pigs with African swine fever virus via ingestion of stable flies (Stomoxys calcitrans),10.1111/tbed.12918,,,,,,,,,,,,
