order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevel,basisOfRecord,referenceNumber,referenceTitle1,referenceDOI1,referenceTitle2,referenceDOI2,referenceTitle3,referenceDOI3,referenceTitle4,referenceDOI4,referenceTitle5,referenceDOI5,referenceTitle6,referenceDOI6,referenceTitle7,referenceDOI7,referenceTitle8,referenceDOI8,referenceTitle9,referenceDOI9,referenceTitle10,referenceDOI10,referenceTitle11,referenceDOI11,referenceTitle12,referenceDOI12
Diptera,Chironomidae,Tanypodinae,Arctopelopia,melanosoma,Arctopelopia melanosoma,Aquatic,adultDiet,N/A,Family,literatureData,8,Most interesting findings from remnants of Chironomid (Insecta: Diptera: Chironomidae) larvae in layers of a 200-year-old stratum of lake Oron bottom sediments. ,10.1134/S1067413618010058,Littoral chironomid communities of Alpine lakes in relation to environmental factors. ,10.1007/s10750-005-1809-6,The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic,10.1139/F2011-076,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan",10.3157/061.141.0102,"Chironomidae of the Upper Saint Croix River, Wisconsin",10.3157/061/145/0307,"Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France)",10.1007/s10750-015-2222-4,Arctic chironomids of the northwest North Atlantic reflect environmental and biogeographic gradients,10.1111/jbi.14015,How reliable are Malaise traps for biomonitoring? – A bivariate species abundance model evaluation using alpine Chironomidae (Diptera),10.1111/icad.12012 ,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Conchapelopia,pallens,Conchapelopia pallens,Aquatic,adultDiet,N/A,Family,literatureData,8,Most interesting findings from remnants of Chironomid (Insecta: Diptera: Chironomidae) larvae in layers of a 200-year-old stratum of lake Oron bottom sediments. ,10.1134/S1067413618010058,Littoral chironomid communities of Alpine lakes in relation to environmental factors. ,10.1007/s10750-005-1809-6,The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic,10.1139/F2011-076,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan",10.3157/061.141.0102,"Chironomidae of the Upper Saint Croix River, Wisconsin",10.3157/061/145/0307,"Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France)",10.1007/s10750-015-2222-4,Arctic chironomids of the northwest North Atlantic reflect environmental and biogeographic gradients,10.1111/jbi.14015,How reliable are Malaise traps for biomonitoring? – A bivariate species abundance model evaluation using alpine Chironomidae (Diptera),10.1111/icad.12012 ,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Conchapelopia,telema,Conchapelopia telema,Aquatic,adultDiet,N/A,Family,literatureData,8,Most interesting findings from remnants of Chironomid (Insecta: Diptera: Chironomidae) larvae in layers of a 200-year-old stratum of lake Oron bottom sediments. ,10.1134/S1067413618010058,Littoral chironomid communities of Alpine lakes in relation to environmental factors. ,10.1007/s10750-005-1809-6,The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic,10.1139/F2011-076,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan",10.3157/061.141.0102,"Chironomidae of the Upper Saint Croix River, Wisconsin",10.3157/061/145/0307,"Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France)",10.1007/s10750-015-2222-4,Arctic chironomids of the northwest North Atlantic reflect environmental and biogeographic gradients,10.1111/jbi.14015,How reliable are Malaise traps for biomonitoring? – A bivariate species abundance model evaluation using alpine Chironomidae (Diptera),10.1111/icad.12012 ,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Derotanypus,alaskensis,Derotanypus alaskensis,Aquatic,adultDiet,N/A,Family,literatureData,8,Most interesting findings from remnants of Chironomid (Insecta: Diptera: Chironomidae) larvae in layers of a 200-year-old stratum of lake Oron bottom sediments. ,10.1134/S1067413618010058,Littoral chironomid communities of Alpine lakes in relation to environmental factors. ,10.1007/s10750-005-1809-6,The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic,10.1139/F2011-076,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan",10.3157/061.141.0102,"Chironomidae of the Upper Saint Croix River, Wisconsin",10.3157/061/145/0307,"Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France)",10.1007/s10750-015-2222-4,Arctic chironomids of the northwest North Atlantic reflect environmental and biogeographic gradients,10.1111/jbi.14015,How reliable are Malaise traps for biomonitoring? – A bivariate species abundance model evaluation using alpine Chironomidae (Diptera),10.1111/icad.12012 ,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Monopelopia,tenuicalcar,Monopelopia tenuicalcar,Aquatic,adultDiet,N/A,Species,literatureData,1,"The predatory behaviour of Monopelopia tenuicalcar (Kieffer, 1918) larvae in a laboratory experiment",10.4081/jlimnol.2018.1792,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Nilotanypus,fimbriatus,Nilotanypus fimbriatus,Aquatic,adultDiet,N/A,Family,literatureData,8,Most interesting findings from remnants of Chironomid (Insecta: Diptera: Chironomidae) larvae in layers of a 200-year-old stratum of lake Oron bottom sediments. ,10.1134/S1067413618010058,Littoral chironomid communities of Alpine lakes in relation to environmental factors. ,10.1007/s10750-005-1809-6,The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic,10.1139/F2011-076,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan",10.3157/061.141.0102,"Chironomidae of the Upper Saint Croix River, Wisconsin",10.3157/061/145/0307,"Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France)",10.1007/s10750-015-2222-4,Arctic chironomids of the northwest North Atlantic reflect environmental and biogeographic gradients,10.1111/jbi.14015,How reliable are Malaise traps for biomonitoring? – A bivariate species abundance model evaluation using alpine Chironomidae (Diptera),10.1111/icad.12012 ,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Procladius,crassinervis,Procladius crassinervis,Aquatic,adultDiet,N/A,Genus,literatureData,2,"Two species of Procladius (Diptera:Chironomidae) from a Northern prairie marsh: descriptions, phenologies and mating behaviour. ",10.2307/1467511,Selective Predation by ProcIadius in an Arctic Alaskan Lake ,10.1139/f86-312,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Procladius,culiciformis,Procladius culiciformis,Aquatic,adultDiet,N/A,Genus,literatureData,2,"Two species of Procladius (Diptera:Chironomidae) from a Northern prairie marsh: descriptions, phenologies and mating behaviour. ",10.2307/1467511,Selective Predation by ProcIadius in an Arctic Alaskan Lake ,10.1139/f86-312,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Procladius,denticulatus,Procladius denticulatus,Aquatic,adultDiet,N/A,Genus,literatureData,2,"Two species of Procladius (Diptera:Chironomidae) from a Northern prairie marsh: descriptions, phenologies and mating behaviour. ",10.2307/1467511,Selective Predation by ProcIadius in an Arctic Alaskan Lake ,10.1139/f86-312,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Procladius,fuscus,Procladius fuscus,Aquatic,adultDiet,N/A,Genus,literatureData,2,"Two species of Procladius (Diptera:Chironomidae) from a Northern prairie marsh: descriptions, phenologies and mating behaviour. ",10.2307/1467511,Selective Predation by ProcIadius in an Arctic Alaskan Lake ,10.1139/f86-312,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Procladius,paragretis,Procladius paragretis,Aquatic,adultDiet,N/A,Genus,literatureData,2,"Two species of Procladius (Diptera:Chironomidae) from a Northern prairie marsh: descriptions, phenologies and mating behaviour. ",10.2307/1467511,Selective Predation by ProcIadius in an Arctic Alaskan Lake ,10.1139/f86-312,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Procladius,ruris,Procladius ruris,Aquatic,adultDiet,N/A,Genus,literatureData,2,"Two species of Procladius (Diptera:Chironomidae) from a Northern prairie marsh: descriptions, phenologies and mating behaviour. ",10.2307/1467511,Selective Predation by ProcIadius in an Arctic Alaskan Lake ,10.1139/f86-312,,,,,,,,,,,,,,,,,,,,
Diptera,Chironomidae,Tanypodinae,Psectrotanypus,Psectrotanypus sp.,Psectrotanypus,Aquatic,adultDiet,N/A,Family,literatureData,8,Most interesting findings from remnants of Chironomid (Insecta: Diptera: Chironomidae) larvae in layers of a 200-year-old stratum of lake Oron bottom sediments. ,10.1134/S1067413618010058,Littoral chironomid communities of Alpine lakes in relation to environmental factors. ,10.1007/s10750-005-1809-6,The distribution of the Chironomidae (Insecta: Diptera) along multiple environmental gradients in lakes and ponds of the eastern Canadian Arctic,10.1139/F2011-076,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan",10.3157/061.141.0102,"Chironomidae of the Upper Saint Croix River, Wisconsin",10.3157/061/145/0307,"Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France)",10.1007/s10750-015-2222-4,Arctic chironomids of the northwest North Atlantic reflect environmental and biogeographic gradients,10.1111/jbi.14015,How reliable are Malaise traps for biomonitoring? – A bivariate species abundance model evaluation using alpine Chironomidae (Diptera),10.1111/icad.12012 ,,,,,,,,
Diptera,Chloropidae,Chloropinae,Epichlorops,scaber,Epichlorops scaber,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Chloropinae,Parectecephala,eucera,Parectecephala eucera,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Chloropinae,Pseudopachychaeta,ruficeps,Pseudopachychaeta ruficeps,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Chloropinae,Thaumatomyia,bistriata,Thaumatomyia bistriata,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Chloropinae,Thaumatomyia,glabra,Thaumatomyia glabra,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Chloropinae,Thaumatomyia,pulla,Thaumatomyia pulla,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Chloropinae,Thaumatomyia,trifasciata,Thaumatomyia trifasciata,Terrestrial,adultDiet,Nectivore,Subfamily,literatureData,1,Phylogenetic relationships and classification of the Chloropinae of the world (Diptera: Chloropidae),10.1093/zoolinnean/zlaa007,,,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Apallates,coxendix,Apallates coxendix,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Aphanotrigonum,trilineatum,Aphanotrigonum trilineatum,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Chaetochlorops,inquilinus,Chaetochlorops inquilinus,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Conioscinella,triorbiculata,Conioscinella triorbiculata,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Dasyopa,triangulata,Dasyopa triangulata,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Elachiptera,californica,Elachiptera californica,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Elachiptera,decipiens,Elachiptera decipiens,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Elachiptera,nigriceps,Elachiptera nigriceps,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Incertella,incerta,Incertella incerta,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Incertella,minor,Incertella minor,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Liohippelates,bishoppi,Liohippelates bishoppi,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Malloewia,abdominalis,Malloewia abdominalis,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Olcella,parva,Olcella parva,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Olcella,provocans,Olcella provocans,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Oscinella,Osinella sp.,Oscinella,Terrestrial,adultDiet,Nectivore,Genus,literatureData,2,"The Biology and Seasonal Abundance of the Frit Fly, Oscinella frit, in Reed Canarygrass in Virginia",10.1093/aesa/67.4.539,The Effect of Weather on Frit Fly (Oscinella frit L.) and Its Predators,10.2307/2401509,,,,,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Rhopalopterum ,soror,Rhopalopterum soror,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Siphonella,oscinina,Siphonella oscinina,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Chloropidae,Oscinellinae,Tricimba ,melancholica,Tricimba melancholica,Terrestrial,adultDiet,Nectivore,Family,literatureData,4,"Grass-fly Larvae (Diptera, Chloropidae): Diversity, Habitats, and Feeding Specializations",10.1134/S001387381404006X,"Morphological and histochemical analysis of galls of Lipara lucens (Diptera, Chloropidae) on Phragmites australis (Poaceae)",10.1139/b98-143,"The role of plants in the formation of species-specific features in grass flies (Diptera, Chloropidae, Meromyza)",10.3897/BDJ.9.e78017,"Plant-Feeding Dipterans (Diptera, Chloropidae, Agromyzidae) from Wrangel Island (the Chukchi Sea)",10.1134/S0013873811070062,,,,,,,,,,,,,,,,
Diptera,Clusiidae,N/A,Clusiodes,johnsoni,Clusiodes johnsoni,Terrestrial,adultDiet,Saprophagous,Family,literatureData,1,"The fauna of the opomyzoid families Clusiidae, Acartophthalmidae, Anthomyzidae, Opomyzidae, Stenomicridae, Periscelididae, Asteiidae (Diptera) in the Gemer area (Central Slovakia)",10.2478/v10210-012-0011-5,,,,,,,,,,,,,,,,,,,,,,
Diptera,Clusiidae,N/A,Clusiodes,melanostomus,Clusiodes melanostomus,Terrestrial,adultDiet,Saprophagous,Family,literatureData,1,"The fauna of the opomyzoid families Clusiidae, Acartophthalmidae, Anthomyzidae, Opomyzidae, Stenomicridae, Periscelididae, Asteiidae (Diptera) in the Gemer area (Central Slovakia)",10.2478/v10210-012-0011-5,,,,,,,,,,,,,,,,,,,,,,
Diptera,Coelopidae,N/A,Coelopa,frigida,Coelopa frigida,Terrestrial,adultDiet,Phytophagous,Family,literatureData,1,Change in the distribution of a member of the strand line community: the seaweed fly (Diptera: Coelopidae),10.1111/j.1365-2311.2007.00919.x,,,,,,,,,,,,,,,,,,,,,,
Diptera,Coelopidae,N/A,Conioscinella,Conioscinella sp.,Conioscinella,Terrestrial,adultDiet,Phytophagous,Family,literatureData,1,Change in the distribution of a member of the strand line community: the seaweed fly (Diptera: Coelopidae),10.1111/j.1365-2311.2007.00919.x,,,,,,,,,,,,,,,,,,,,,,
Diptera,Culicidae,N/A,Aedes,canadensis,Aedes canadensis,Aquatic,adultDiet,Nectivore_and_Predaceous ,Species,literatureData,1,"Cases of Eastern equine encephalitis in humans associated with Aedes canadensis, Coquillettidia perturbans and Culiseta melanura mosquitoes with the virus in New York State from 1971 to 2012 by analysis of aggregated published data",10.1017/S0950268820000308,,,,,,,,,,,,,,,,,,,,,,
Diptera,Culicidae,N/A,Aedes,cinereus,Aedes cinereus,Aquatic,adultDiet,Nectivore_and_Predaceous ,Genus,literatureData,3,Pragmatic selection of larval mosquito diets for insectary rearing of Anopheles gambiae and Aedes aegypti,10.1371/journal.pone.0221838,A Deep Insight into the Sialome of Male and Female Aedes aegypti Mosquitoes,10.1371/journal.pone.0151400,The environment and species affect gut bacteria composition in laboratory co-cultured Anopheles gambiae and Aedes albopictus mosquitoes,10.1038/s41598-020-60075-6,,,,,,,,,,,,,,,,,,
Diptera,Culicidae,N/A,Aedes,communis,Aedes communis,Aquatic,adultDiet,Nectivore_and_Predaceous ,Species,literatureData,1,The effect of sugar meals and body size on fecundity and longevity of female Aedes cornmunis (Diptera: CuIicidae),10.1111/j.1365-3032.1992.tb01011.x,,,,,,,,,,,,,,,,,,,,,,
Diptera,Culicidae,N/A,Aedes,dorsalis,Aedes dorsalis,Aquatic,adultDiet,Nectivore_and_Predaceous ,Genus,literatureData,3,Pragmatic selection of larval mosquito diets for insectary rearing of Anopheles gambiae and Aedes aegypti,10.1371/journal.pone.0221838,A Deep Insight into the Sialome of Male and Female Aedes aegypti Mosquitoes,10.1371/journal.pone.0151400,The environment and species affect gut bacteria composition in laboratory co-cultured Anopheles gambiae and Aedes albopictus mosquitoes,10.1038/s41598-020-60075-6,,,,,,,,,,,,,,,,,,
Diptera,Culicidae,N/A,Aedes,impiger,Aedes impiger,Aquatic,adultDiet,Nectivore_and_Predaceous ,Genus,literatureData,3,Pragmatic selection of larval mosquito diets for insectary rearing of Anopheles gambiae and Aedes aegypti,10.1371/journal.pone.0221838,A Deep Insight into the Sialome of Male and Female Aedes aegypti Mosquitoes,10.1371/journal.pone.0151400,The environment and species affect gut bacteria composition in laboratory co-cultured Anopheles gambiae and Aedes albopictus mosquitoes,10.1038/s41598-020-60075-6,,,,,,,,,,,,,,,,,,
Diptera,Culicidae,N/A,Aedes,melanimon,Aedes melanimon,Aquatic,adultDiet,Nectivore_and_Predaceous ,Genus,literatureData,3,Pragmatic selection of larval mosquito diets for insectary rearing of Anopheles gambiae and Aedes aegypti,10.1371/journal.pone.0221838,A Deep Insight into the Sialome of Male and Female Aedes aegypti Mosquitoes,10.1371/journal.pone.0151400,The environment and species affect gut bacteria composition in laboratory co-cultured Anopheles gambiae and Aedes albopictus mosquitoes,10.1038/s41598-020-60075-6,,,,,,,,,,,,,,,,,,
